Yuhina nigrimenta	-0.03530251979827881	0.006014849059283733	-0.017844107002019882	0.002574336715042591	-0.011736186221241951	0.033680908381938934	0.007474635262042284	0.08970892429351807	0.03790915757417679	0.025411322712898254	0.006443294696509838	-0.029536545276641846	-0.027612535282969475	0.05793026089668274	-0.0649251788854599	-0.022533826529979706	0.017789753153920174	-0.018663709983229637	-0.016687514260411263	-0.04849889874458313
Ampeliceps coronatus	-0.013264725916087627	0.02255183644592762	0.024809017777442932	0.010651699267327785	0.01136276125907898	0.007449755445122719	-0.022677073255181313	-0.014238549396395683	-0.010206310078501701	-0.01498036365956068	-0.020061202347278595	0.030570250004529953	-0.014469053596258163	-0.003994770348072052	0.0062744286842644215	0.018287720158696175	-0.011404844000935555	0.007475628051906824	-0.00954781100153923	-1.3742595911026001E-5
Larus cachinnans	0.0025051238480955362	0.007131817750632763	-0.015143908560276031	0.015233280137181282	0.002274107187986374	-0.014431352727115154	-0.0016103340312838554	0.010240702889859676	0.023229308426380157	0.017947353422641754	0.024917807430028915	0.013991123996675014	-0.023252706974744797	0.015143624506890774	0.009994558990001678	0.004505037795752287	-0.014602537266910076	-0.01940496638417244	-0.022657882422208786	-0.008762967772781849
Trochalopteron fairbanki	-0.11456673592329025	0.054595381021499634	-0.06884224712848663	0.005223160143941641	0.006363644264638424	0.01829507015645504	0.02841702476143837	0.1028989851474762	0.013044826686382294	0.05196238309144974	0.00653343740850687	-0.09799091517925262	0.003283554222434759	0.14399713277816772	-0.04787689447402954	0.0136234350502491	0.06861978769302368	-0.020155223086476326	-0.01410028524696827	-0.06195684149861336
Aythya nyroca	-0.2585444450378418	0.0549803152680397	-0.11311742663383484	-0.01621774584054947	-0.05755956098437309	0.10064822435379028	0.11548936367034912	0.3389616012573242	0.04835527390241623	0.211237370967865	0.00931584183126688	-0.20409417152404785	-0.05540807917714119	0.33654576539993286	-0.20458224415779114	-0.04051296412944794	0.16606201231479645	-0.007773925084620714	-0.06286326050758362	-0.20714224874973297
Buteo rufinus	-0.17505191266536713	0.04379713162779808	-0.07141800224781036	0.0027370434254407883	-0.013396777212619781	0.08216561377048492	0.08950243890285492	0.27240508794784546	0.015926266089081764	0.14886386692523956	-0.014420989900827408	-0.17648997902870178	-0.005046200472861528	0.2359844297170639	-0.13978148996829987	-8.267897646874189E-4	0.13069340586662292	-0.02266356162726879	-0.0366218276321888	-0.18414455652236938
Phalacrocorax carbo	-0.3835202753543854	0.10116192698478699	-0.21577171981334686	-0.04028329253196716	-0.10036015510559082	0.13633103668689728	0.1805962473154068	0.544524610042572	0.09665181487798691	0.33266621828079224	0.048339519649744034	-0.3610243797302246	-0.037574902176856995	0.5214809775352478	-0.33224496245384216	-0.04659796878695488	0.25119495391845703	-0.028341813012957573	-0.14546234905719757	-0.3523354232311249
Anthus nilghiriensis	-0.10559068620204926	0.0433080680668354	-0.060368310660123825	-0.013489313423633575	-0.03371304273605347	0.01680510863661766	0.05697325989603996	0.111976757645607	0.004455529619008303	0.09911374747753143	-0.02033602073788643	-0.06927549093961716	-0.0012551400577649474	0.0991411954164505	-0.052681777626276016	-0.007233610842376947	0.05355136841535568	-0.004428777378052473	-0.013009455054998398	-0.07178664952516556
Microcarbo niger/Phalacrocorax fuscicollis	-0.12706980109214783	0.05306447669863701	-0.08391471207141876	-0.012594166211783886	-0.018749035894870758	0.06145410239696503	0.06482473015785217	0.16699746251106262	0.032641831785440445	0.1153099313378334	0.028628336265683174	-0.10927654057741165	-0.024118762463331223	0.20053991675376892	-0.12927402555942535	-0.02496521547436714	0.09111804515123367	-0.026088448241353035	-0.06812085211277008	-0.12633149325847626
Aythya fuligula	-0.13392402231693268	0.059721313416957855	-0.06780444830656052	0.010992198251187801	-0.028027111664414406	0.05028289929032326	0.039584532380104065	0.19233718514442444	0.01964196376502514	0.10999435931444168	0.02603878825902939	-0.1357404589653015	-0.033796276897192	0.18100474774837494	-0.1165502667427063	-0.028765559196472168	0.07749486714601517	0.004651441238820553	-0.0577668659389019	-0.1345101147890091
