1, 1, NaN
2, 2, 1.0
4, 3, 1.2618595071429148
8, 4, 1.5
13, 5, 1.5936926411670824
21, 6, 1.6991803252671502
31, 7, 1.764720332103851
45, 8, 1.8306176987765583
66, 9, 1.9067940461077975
81, 10, 1.9084850188786497
97, 11, 1.9078026594400195
123, 12, 1.936565446345024
148, 13, 1.948269371957396
182, 14, 1.9719187714029214
204, 15, 1.963818836031797
252, 16, 1.9943199808749792
290, 17, 2.0012191933499586
361, 18, 2.0374119496030714
401, 19, 2.035688791554932
475, 20, 2.057365025053719
565, 21, 2.0813857873502406
593, 22, 2.065709059434115
662, 23, 2.071528476416675
775, 24, 2.093376444987707
822, 25, 2.0851193895716675
916, 26, 2.093251776024926
970, 27, 2.0866615524678687
1016, 28, 2.077792226436423
1159, 29, 2.095245918256042
1312, 30, 2.110817798523509
1395, 31, 2.1085255311372215
1523, 32, 2.1145400452974585
1572, 33, 2.1049872890600096
1821, 34, 2.128863747005774
1896, 35, 2.1228587334577735
2029, 36, 2.1250894639074294
2254, 37, 2.138088397846224
2379, 38, 2.137251234452613
2510, 39, 2.136728896153754
2780, 40, 2.149760192852251
2925, 41, 2.1491570962695543
3155, 42, 2.1555526832988527
3354, 43, 2.1583294407844127
3591, 44, 2.1632599806447503
3797, 45, 2.165142452839073
3998, 46, 2.166186032117194
4297, 47, 2.1728186161121066
4433, 48, 2.1690508478080273
4779, 49, 2.1768699347940292
4851, 50, 2.169450470119711
5123, 51, 2.172399358926016
5243, 52, 2.167583106123205
5298, 53, 2.159812138891344
5751, 54, 2.170259126298128
5998, 55, 2.1708155916175214
6374, 56, 2.1762030172765963
6801, 57, 2.1827140826493143
6925, 58, 2.177814910365049
7460, 59, 2.186935329441451
7547, 60, 2.180789935138955
7789, 61, 2.1796990267717398
8220, 62, 2.184160884296414
8503, 63, 2.18389575017907
8730, 64, 2.1819609897528007
8942, 65, 2.179604806293259
9882, 66, 2.1955198616095606
10200, 67, 2.1952004188618464
10587, 68, 2.196318329025683
10898, 69, 2.1955835440250207
11289, 70, 2.1964445168497453
11614, 71, 2.1957939174237633
11876, 72, 2.193829159158737
12034, 73, 2.1898566772759156
12931, 74, 2.199637459768955
13394, 75, 2.2009469104679864
14047, 76, 2.2052071504821606
14534, 77, 2.2064169732277237
14901, 78, 2.205606109113543
15166, 79, 2.2032100357544064
15688, 80, 2.204608089652825
15972, 81, 2.2024586307688323
16619, 82, 2.2053372027638853
17355, 83, 2.209094374454798
17932, 84, 2.2105048685001356
18845, 85, 2.2157946544464924
19071, 86, 2.212652826575558
19631, 87, 2.213405418512279
19670, 88, 2.208198829137076
20722, 89, 2.2142473566877072
21948, 90, 2.22152313776533
22526, 91, 2.2218438552848343
23291, 92, 2.223859459037761
23564, 93, 2.221126181090798
23881, 94, 2.2188387339550726
24596, 95, 2.2201608316907975
24768, 96, 2.2165942106042213
25631, 97, 2.219059932545789
26037, 98, 2.2175236639323757
26255, 99, 2.214438808549013
27219, 100, 2.2174360827984705
