Acridotheres tristis	12509
Burhinus oedicnemus	1
Gallirallus striatus	47
Ianthocincla delesserti	54
Ciconia sp.	1
Sterna repressa	3
Calidris subruficollis	1
Pericrocotus sp.	89
Anser anser	254
Chalcoparia singalensis	37
Cutia nipalensis	27
Psilopogon lineatus	398
Scolopacidae sp.	1
Athene noctua	6
Alcedo meninting	71
Alophoixus flaveolus	174
Cuculus poliocephalus	55
Cettia brunnifrons	56
Nisaetus nipalensis	92
Oriolus sp.	65
Lymnocryptes minimus	34
Dicrurus remifer	165
Motacilla citreola	667
Horornis fortipes/acanthizoides	1
Carpodacus pulcherrimus	7
Dicaeum minullum	111
Synoicus chinensis	1
Microhierax caerulescens	47
Circus pygargus	176
Charadrius asiaticus	3
Anhinga melanogaster	2398
Calonectris leucomelas	5
Ficedula ruficauda	206
Paridae sp.	6
Aethopyga nipalensis	165
Francolinus pictus	98
Megaceryle lugubris	151
Bubo bengalensis	150
Ciconia nigra	131
Lanius phoenicuroides/isabellinus	10
Aquila chrysaetos	39
Pomatorhinus sp.	1
Chloropsis hardwickii	171
Pomatorhinus ferruginosus	15
Turdoides malcolmi	1216
Turdoides caudata	492
Sitta nagaensis	6
Phylloscopus collybita	329
Anthus campestris	232
Dromas ardeola	24
Turdinus brevicaudatus	3
Merops persicus	219
Tadorna ferruginea	714
Trochalopteron austeni	3
Phylloscopus tytleri	41
Plegadis falcinellus	1397
Sterna hirundo	164
Aquila fasciata	212
Copsychus albiventris	21
Charadrius mongolus/leschenaultii	59
Gallinago stenura	199
Periparus ater	165
Grammatoptila striata	162
Terpsiphone paradisi	2165
Chlidonias sp.	1
Pycnonotus flavescens	16
Calliope pectardens	2
Copsychus fulicatus	3729
Numenius phaeopus/arquata	1
Zoothera salimalii	1
Cinnyris jugularis	54
Coracina macei	703
Cettia castaneocoronata	87
Vanellus vanellus	73
Emberiza schoeniclus	1
Blythipicus pyrrhotis	84
Dicrurus macrocercus	9785
Ardea insignis	1
Niltava grandis	75
Oceanodroma sp.	3
Ciconia ciconia	37
Acridotheres fuscus	4442
Phylloscopus pulcher	122
Emberiza buchanani	43
Merops orientalis	6490
Caprimulgus indicus	128
Aegithina tiphia/nigrolutea	4
Pycnonotus flaviventris	271
Phylloscopus sp.	273
Turdus obscurus	3
Chrysomma altirostre	16
Zoothera neilgherriensis	19
Alectoris chukar	54
Charadrius leschenaultii	223
SCIENTIFIC NAME	1
Aegithalos niveogularis	7
Centropus andamanensis	61
Chlidonias hybrida	1673
Pterocles indicus	40
Emberiza aureola	2
Xema sabini	1
Myophonus caeruleus	767
Streptopelia sp.	23
Butorides striata	501
Prinia gracilis	107
Delichon urbicum	37
Anas strepera	497
Vanellus malabaricus	791
Accipitridae sp. (eagle sp.)	145
Trochalopteron cachinnans	45
Surniculus dicruroides/lugubris	19
Riparia diluta	37
Alauda arvensis	2
Prinia burnesii	1
Egretta garzetta	5873
Cinclidium frontale	19
Emberiza bruniceps	82
Oriolus oriolus/kundoo	2
Trochalopteron lineatum	331
Dendrocopos macei	224
Charadrius sp.	32
Calidris sp. (peep sp.)	42
Anas penelope	443
Ixobrychus flavicollis	270
Sitta yunnanensis	5
Sterna sumatrana	18
Phoenicurus frontalis	123
Sylvia minula	12
Calidris melanotos	2
Progne sp.	5
Geokichla citrina	1341
Tachybaptus ruficollis	2711
Psittacula krameri	7858
Lanius meridionalis	216
Carpodacus rubescens	2
Ammomanes phoenicura	468
Cisticola sp.	17
Ianthocincla galbana	3
Phodilus assimilis	15
Onychoprion fuscatus/anaethetus	1
Turdus sp.	12
Lioparus chrysotis	28
Columba punicea	3
Halcyon smyrnensis	11176
Anser serrirostris	2
Nisaetus limnaeetus	102
Abroscopus albogularis	22
Cacomantis sp.	7
Ceyx erithaca	37
Certhia hodgsoni	18
Melanocorypha maxima	5
Garrulax merulinus	3
Phylloscopus borealis	2
Dendrocitta frontalis	38
Oenanthe sp.	6
Tyto deroepstorffi	3
Phodilus badius	7
Phylloscopus nitidus	301
Tetraogallus tibetanus	3
Falco chicquera	89
Thalasseus bergii	172
Pycnonotus leucotis	305
Pseudibis papillosa	1154
Prionochilus/Dicaeum sp.	203
Brachypteryx leucophris	45
Leptopoecile sophiae	6
Columbidae sp.	146
Callacanthis burtoni	16
Picus chlorolophus/flavinucha	2
Iole indica	1865
Melanochlora sultanea	87
Tockus sp.	3
Rhipidura albogularis	567
Trochalopteron virgatum	6
Ardeola sp.	166
Coracina dobsoni	9
Himantopus himantopus	2523
Charadrius placidus	6
Aythya sp.	4
Columba leuconota	34
Nycticorax nycticorax	1233
Oenanthe isabellina	76
Phoenicurus coeruleocephala	89
Zoothera dauma	35
Dendrocygna sp.	54
Psilopogon sp.	28
Riparia sp.	4
Thalasseus sandvicensis	41
Cinnyris lotenius	1706
Oenanthe picata	115
Apodidae sp. (small swift sp.)	52
Enicurus scouleri	53
Burhinus indicus	282
Iduna rama	269
Trochalopteron variegatum	63
Haliaeetus leucogaster	296
Cissa chinensis	103
Zoothera sp.	2
Haematospiza sipahi	35
Ianthocincla pectoralis	67
Anser albifrons	7
Monticola sp.	4
Psittacula columboides	1337
Cyanoptila cyanomelana	1
Aerodramus brevirostris	110
Cercomela fusca	529
Mirafra affinis	1140
Calidris alpina	65
Pycnonotus striatus	89
Machlolophus aplonotus	409
Lophura leucomelanos	222
Pericrocotus cantonensis	22
Muscicapidae sp.	2
Falco amurensis	39
Porphyrio/Gallinula/Fulica sp.	38
Sarcogyps calvus	122
Grus nigricollis	19
Aethopyga saturata	122
Phylloscopus maculipennis	107
Dicaeum virescens	22
Psittacula himalayana	265
Streptopelia tranquebarica	469
Leucogeranus leucogeranus	1
Rhyticeros narcondami	2
Fulica sp.	1
Seicercus tephrocephalus	15
Leucosticte brandti	41
Rallidae sp. (rail/crake sp.)	13
Caprimulgus atripennis	157
Charadrius mongolus	466
Falco cherrug	6
Rallus indicus	4
Corvus splendens	12538
Ketupa ketupu	4
Monticola saxatilis	1
Oriolus kundoo/chinensis	2
Branta ruficollis	1
Numenius sp.	3
Perdicula asiatica	240
Phylloscopus fuscatus	74
Gallinago sp.	156
Pluvialis dominica/fulva	1
Copsychus malabaricus	489
Cyornis concretus	13
Treron phayrei	19
Hypsipetes ganeesa	407
Gygis alba	1
Pelargopsis amauroptera	20
Bubulcus ibis	7334
Muscicapa sp.	19
Ianthocincla rufogularis	42
Turnix tanki	11
Hemipus picatus	589
Harpactes fasciatus	475
Prinia flaviventris	146
Garrulax leucolophus	193
Dicrurus paradiseus	3595
Emberiza cia	112
Tringa nebularia	1131
Ardeotis nigriceps	20
Gracupica contra	1659
Ficedula superciliaris	198
Treron chloropterus	26
Pyrrhocorax graculus	42
Oriolus xanthornus	3705
Dendrocopos nanus/canicapillus	20
Psittacula roseata	18
Macropygia rufipennis	8
Taccocua leschenaultii	129
Ampeliceps coronatus	3
Chloropsis sp.	149
Lanius collurio	1
Microcarbo niger/Phalacrocorax fuscicollis	213
Psittaciformes sp. (parakeet sp.)	126
Chrysocolaptes festivus	153
Glareola maldivarum	50
Aythya baeri	11
Carpospiza brachydactyla	1
Garrulax sp.	8
Carpodacus grandis	6
Ciconia episcopus	964
Coracina sp.	3
Carpodacus puniceus	6
Emberiza rutila	1
Pteruthius ripleyi	43
Ficedula zanthopygia	1
Dendrocopos darjellensis	23
Pernis apivorus/ptilorhynchus	2
Gracula religiosa	200
Saxicola macrorhynchus	17
Treron bicinctus	90
Sarkidiornis melanotos	385
Acridotheres sp.	19
Aegypius monachus	74
Leptoptilos dubius	314
Locustella sp.	2
Psilopogon asiaticus	919
Alauda gulgula	706
Cuculus sp.	39
Psittacula alexandri	213
Pnoepyga immaculata	22
Tarsiger hyperythrus	11
Todiramphus chloris	106
Parus sp.	1
Chroicocephalus ridibundus	380
Calidris sp.	2
Mesophoyx intermedia	3945
Zapornia parva	1
Stercorarius parasiticus	73
Locustella tacsanowskia	1
Ptyonoprogne concolor	877
Apodidae sp.	357
Accipiter virgatus	108
Phylloscopus neglectus	2
Rhinoptilus bitorquatus	1
Gyps sp.	30
Coracias garrulus	76
Eumyias albicaudatus	178
Treron sp.	76
Ficedula tricolor	144
Periparus rubidiventris	28
Otus sunia	118
Monticola rufiventris	158
Asio flammeus	36
Pitta megarhyncha	19
Vanellus sp.	40
Phylloscopus subviridis	11
Phylloscopus inornatus	186
Tarsiger indicus	17
Prunella sp.	1
Microcarbo niger	7419
Athene blewitti	8
Myzornis pyrrhoura	15
Porphyrio sp. (swamphen sp.)	6
Garrulus lanceolatus	169
Otus balli	10
Lanius tephronotus	255
Montifringilla blanfordi	7
Dicaeum sp.	194
Collocalia esculenta	83
Cisticola juncidis	1445
Accipitridae sp. (old world vulture sp.)	9
Megapomatorhinus erythrogenys	228
Seicercus sp.	14
Cinclus cinclus	13
Fringilla coelebs	2
Cochoa viridis	14
Troglodytes troglodytes	49
Rhipidura albicollis	518
Serilophus lunatus	20
Sylvia communis	2
Carpodacus rubicilla	21
Syrrhaptes tibetanus	6
Saxicola jerdoni	2
Ianthocincla sannio	7
Yuhina castaniceps	33
Fulica atra	2241
Turdoides striata	4699
Minla ignotincta	70
Aethopyga vigorsii	120
Amaurornis phoenicurus	3919
Dendrocopos sp.	2
Pericrocotus cinnamomeus	1659
Pycnonotus xantholaemus	106
Seicercus whistleri	186
Gorsachius melanolophus	17
Vanellus leucurus	136
Spelaeornis caudatus	11
Brachypteryx sp.	1
Loriculus vernalis	2389
Caprimulgus jotaka	34
Alcedo atthis	3099
Arborophila rufogularis	15
Ixobrychus sp.	9
Alcedinidae sp.	29
Caloenas nicobarica	1
Merops viridis	1
Perdicula argoondah	35
Lanius phoenicuroides	1
Stercorarius sp. (jaeger sp.)	26
Perdix hodgsoniae	3
Actinodura cyanouroptera	165
Sitta leucopsis	14
Glaucidium sp.	1
Zoothera dixoni	7
Leptocoma zeylonica	7447
Aethopyga siparaja	338
Emberiza godlewskii	2
Tichodroma muraria	42
Otus brucei	19
Pomatorhinus ochraceiceps	15
Coracias sp.	6
Alcedo hercules	4
Circus macrourus	173
Numenius phaeopus	302
Francolinus francolinus	230
Acridotheres tristis/fuscus	285
Columba rupestris	60
Psilopogon virens	534
Streptopelia chinensis	8817
Sitta frontalis	941
Actinodura waldeni	26
Accipiter soloensis	4
Chleuasicus atrosuperciliaris	15
Anthus pratensis/trivialis	1
Seicercus castaniceps	83
Urocissa flavirostris	140
Melanocorypha bimaculata	18
Tephrodornis pondicerianus	914
