Hypothymis azurea	1221
Merops philippinus	2463
Parus cinereus	2474
Carpodacus thura	12
Ibidorhyncha struthersii	25
Pachycephala cinerea	14
Accipiter sp.	190
Estrildidae sp.	4
Urosphena pallidipes	7
Gyps himalayensis/fulvus	3
Ardea purpurea	3741
Tephrodornis virgatus	104
Ploceus megarhynchus	5
Perdicula erythrorhyncha	33
Motacilla alba/maderaspatensis	1
Hirundo smithii	1464
Acrocephalus orientalis	3
Ephippiorhynchus asiaticus	181
Polyplectron chalcurum	1
Zapornia bicolor	7
Schoeniparus castaneceps	75
Falco subbuteo	42
Heterophasia picaoides	55
Rallina eurizonoides	8
Dinopium javanense/Chrysocolaptes guttacristatus	142
Motacilla maderaspatensis	3091
Periparus rufonuchalis	31
Trochalopteron affine	43
Pellorneum tickelli	10
Cyanoderma ruficeps	78
Turdus boulboul	212
Phylloscopus trochiloides/plumbeitarsus	1
Prunella atrogularis	8
Ammomanes deserti	6
Turdinus abbotti	24
Sterna acuticauda	41
Apus apus	17
Phylloscopus reguloides	108
Columba elphinstonii	137
Fregata ariel	1
Oceanodroma monorhis	69
Passer hispaniolensis	15
Treron curvirostra	35
Culicicapa ceylonensis	1001
Pavo cristatus	3971
Picus canus	329
Carpodacus rubicilloides	2
Circus spilonotus	6
Acrocephalus agricola/dumetorum	1
Salpornis spilonotus	10
Saxicola ferreus	578
Anthracoceros albirostris	171
Delichon nipalense	62
Mycerobas icterioides	19
Gallinago solitaria	3
Cypsiurus balasiensis	3432
Pinicola subhimachala	7
Pteruthius aeralatus	34
Aerodramus fuciphagus	11
Dendrocopos himalayensis	128
Ianthocincla caerulata	35
Cursorius coromandelicus	110
Lonchura striata	1379
Gypaetus barbatus	79
Anthus roseatus	130
Gallinula chloropus/galeata	3
Anorrhinus austeni	7
Pellorneum ruficeps	1530
Tringa glareola	2279
Carpodacus erythrinus	413
Ichthyophaga humilis/ichthyaetus	21
Stachyris nigriceps	99
Myophonus horsfieldii	1779
Cyornis rubeculoides	233
Merops persicus/philippinus	1
Lanius sp.	100
Pycnonotus cafer/jocosus	22
Ketupa flavipes	21
Dendrocitta bayleii	17
Calliope calliope	53
Apus sp.	21
Strix nivicolum	14
Turdoides affinis	3906
Ichthyophaga humilis	117
Asarcornis scutulata	11
Chelidorhynx hypoxantha	211
Anthus hodgsoni	366
Anas falcata	7
Iduna aedon	99
Aviceda jerdoni	22
Caprimulgus affinis	98
Pericrocotus erythropygius	33
Surniculus lugubris	88
Anthus sylvanus	27
Pomatorhinus ruficollis	53
Calonectris diomedea	1
Arborophila mandellii	11
Ficedula nigrorufa	104
Phaethon aethereus	1
Fringilla montifringilla	1
Accipiter nisus	163
Alcippe poioicephala	707
Coracias benghalensis	2575
Marmaronetta angustirostris	2
Surniculus dicruroides	135
Dicrurus caerulescens	866
Chlamydotis macqueenii	10
Gampsorhynchus rufulus	27
Locustella naevia	13
Dicrurus aeneus	2045
Arachnothera sp.	10
Otus spilocephalus	39
Charadriidae sp.	64
Fulvetta manipurensis	21
Threskiornis melanocephalus	3162
Rallus aquaticus	10
Rhopocichla atriceps	561
Caprimulgus asiaticus	166
Pycnonotus gularis	810
Anas albogularis	17
Dendrocygna bicolor	131
Hypsipetes virescens	1
Cyornis sp.	30
Liocichla phoenicea	17
Charadriiformes sp.	90
Ardenna pacifica	2
Phalacrocorax carbo	1623
Halcyon coromanda	16
Schoeniparus cinereus	55
Leptoptilos javanicus	302
Phylloscopus affinis	205
Phalaropus fulicarius	2
Prunella strophiata	77
Nisaetus sp.	3
Cygnus atratus	1
Podicipedidae sp.	7
Pucrasia macrolopha	46
Carpodacus nipalensis	22
Tarsiger rufilatus	95
Phylloscopus magnirostris	399
Brachypteryx albiventris	33
Tesia cyaniventer	75
Acridotheres sp. (black myna sp.)	1
Stercorarius pomarinus/parasiticus	8
Psittiparus gularis	8
Treron sphenurus	104
Anas acuta	947
Phoeniconaias minor	75
Milvus migrans	7596
Bucerotidae sp.	1
Gelochelidon nilotica	576
Prinia buchanani	94
Anser indicus	449
Schoenicola platyurus	10
Anas clypeata	1011
Amandava amandava	603
Cecropis striolata	25
Stachyris humei	7
Gallinago gallinago/stenura	1
Recurvirostra avosetta	189
Zapornia fusca	146
Rhipidura sp.	12
Anthus spinoletta	10
Hierococcyx nisicolor	24
