"<a,b; b̅a̅b,b>",4.819315960243002E-6,9.12824785851935E-6,1.3042792352639289E-5,1.662941316169336E-5,1.997414632507805E-5,2.31271934752027E-5,2.6125529101198203E-5,2.899488383742138E-5,3.175200216381386E-5,3.4412743023035414E-5,3.699160177781611E-5,3.9493839656561744E-5,4.192724417557706E-5,4.429864182639582E-5,4.6612384488947333E-5,4.887381079414979E-5,5.061857143668605E-5,5.2807147808418755E-5,5.495400239587117E-5,5.6506947619600774E-5,5.828136155056254E-5,6.03477132916716E-5,6.238033817612573E-5,6.438295164765279E-5,6.635431877543539E-5,6.796764003038768E-5,6.98116832927599E-5,7.171563061964209E-5,7.359465955788243E-5,7.54510314293813E-5,7.728406858418896E-5,7.909347875305136E-5,8.088490112277307E-5,8.265897779609433E-5,8.392095258851017E-5,8.566678568154081E-5,8.738347777259154E-5,8.909271619662807E-5,9.07894800057385E-5,9.21529205350447E-5,9.382071061935197E-5,9.547364206901066E-5,9.68001752350183E-5,9.842787673876965E-5
"<a,b; ba,aba̅>",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.127322643793865E-9,2.1679397573983177E-8,4.5303501140331624E-8,7.636278311540039E-8,1.1331604949495661E-7,1.5552867900727055E-7,2.0237738424410855E-7,2.5325886731952687E-7,3.078202536097838E-7,3.074706235454149E-7,3.6912724727299003E-7,4.3367811732526256E-7,4.332114772307855E-7,4.3271579511828796E-7,5.055914457105374E-7,5.802574679496527E-7,6.567723724625409E-7,7.345051290129239E-7,7.337267646991433E-7,7.92514494521147E-7,8.757694298299854E-7,9.597937639398074E-7,1.0447757432826796E-6,1.1302315112915664E-6,1.2163945430922462E-6,1.3031245519870033E-6,1.3907279743439633E-6,1.3895379468093288E-6,1.4783216553943546E-6,1.5657386755794903E-6,1.6552328169413764E-6,1.7456390071867327E-6,1.7487726861462052E-6,1.840474962900679E-6,1.931777233372078E-6,1.937275251888335E-6,2.030091481586188E-6
"<a,b; b̅a̅,a>",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.081779654438339E-5,2.079397674756123E-5,2.076306995139354E-5,2.0732694221511648E-5,2.0702661969645257E-5,2.0672885158539433E-5,2.0650977842395946E-5,2.0624246433358614E-5,2.0595269846916024E-5,2.0566393995605173E-5,2.0537836621470737E-5,2.050970418478184E-5,2.0481635141266857E-5,2.045390266564863E-5,2.042633304464781E-5,2.040885450160907E-5,2.038172444664326E-5,2.0354913084657273E-5,2.0328043017977587E-5,2.0301665370768076E-5,2.0282884109262583E-5,2.0256598978290592E-5,2.0230584017768036E-5,2.0212375324838983E-5,2.0186587512120113E-5
"<a,b; a̅,b̅a̅>",1.4258051910155268E-5,2.6553025206526656E-5,3.739108302075849E-5,4.681836936076132E-5,5.507179288310282E-5,6.245000310902164E-5,6.914602792904913E-5,7.530318630557765E-5,8.100575176446951E-5,8.63255573180306E-5,9.131192203602157E-5,9.601674696658461E-5,1.0047399252994742E-4,1.0471207747210043E-4,1.0875545818377636E-4,1.1262272155702299E-4,1.158825934673586E-4,1.1947130594502922E-4,1.229236113726324E-4,1.257209194712579E-4,1.2867383651523297E-4,1.3181843159023018E-4,1.3486322349387205E-4,1.3781199171679638E-4,1.4067467816766214E-4,1.4314665276855116E-4,1.4578004024483487E-4,1.484132420563658E-4,1.5097712288513745E-4,1.534743209302383E-4,1.5591439604481367E-4,1.5829477962993454E-4,1.6062050373884932E-4,1.6288741078929794E-4,1.646537530587195E-4,1.668454033000786E-4,1.6897590888093826E-4,1.7107416888257222E-4,1.7312945465316213E-4,1.7486006331438373E-4,1.7793380598555712E-4,1.7987238340855003E-4,1.814937923998658E-4,1.8336141742743192E-4
"<a,b; a̅,a̅b>",3.114550140841038E-5,5.971636193242182E-5,8.61179707910541E-5,1.105174668296438E-4,1.332526017600456E-4,1.547063474232221E-4,1.7514048323648206E-4,1.9473412668712545E-4,2.1361129053959013E-4,2.3187542193759842E-4,2.49602144164971E-4,2.668595366722847E-4,2.836933455408334E-4,3.0014413325549894E-4,3.1624382776662593E-4,3.3202234720867946E-4,3.447834404583415E-4,3.601179551109246E-4,3.751818306082917E-4,3.86796674988152E-4,3.9969087512117525E-4,4.1430450418739474E-4,4.2870762914205E-4,4.4291299154903255E-4,4.569250905202203E-4,4.6921918383942317E-4,4.824707835609862E-4,4.960880959754191E-4,5.095459853025763E-4,5.228483557868265E-4,5.360074048820974E-4,5.499789271955517E-4,5.62852260510883E-4,5.755920967514458E-4,5.856914160090599E-4,5.982755627234461E-4,6.10657462072705E-4,6.239356021246074E-4,6.361536345709481E-4,6.467846814912398E-4,6.588419725405178E-4,6.708174297236627E-4,6.812138268894918E-4,6.934947887613423E-4
"<a,b; ab̅a,ab̅>",5.100101979634559E-10,5.086784490391186E-10,5.074390035942163E-10,5.062858697014142E-10,5.052067587176352E-10,5.04184825662849E-10,5.032092536167182E-10,5.022702111222989E-10,5.013617428546503E-10,5.004797591291726E-10,4.99620197899138E-10,4.987814984748439E-10,4.979610062142495E-10,4.971569642070795E-10,4.963679697182726E-10,4.955925684014755E-10,4.950296617715219E-10,4.94271779581599E-10,4.935246437282228E-10,4.929936084345898E-10,4.92429523395018E-10,4.916976086154987E-10,4.909782702046644E-10,4.902670658182893E-10,4.895619106149786E-10,4.890431157072818E-10,4.884100797482763E-10,4.877238749484555E-10,4.870400556929446E-10,4.863637784081736E-10,4.85697564217457E-10,4.850328512629301E-10,4.843761086918945E-10,4.837232227386962E-10,4.833093071744589E-10,4.826668307401202E-10,4.820319013870382E-10,4.813955818273261E-10,4.807709234273794E-10,4.803261577260331E-10,4.797036902358533E-10,4.790876207477135E-10,4.786564142454867E-10,4.780457239248849E-10
"<a,b; b̅a̅,b̅>",1.4258051910155268E-5,2.6553025206526656E-5,3.738870222153725E-5,4.681437347454078E-5,5.506503692443393E-5,6.24409753984453E-5,6.913445484578603E-5,7.529009202151635E-5,8.099195636505021E-5,8.631048918400193E-5,9.12966554676726E-5,9.60008426773727E-5,1.0045677104735152E-4,1.0469368296941316E-4,1.0873653551430067E-4,1.126028090940277E-4,1.1755450528996626E-4,1.2114157095527949E-4,1.2459151863236772E-4,1.2738914909241143E-4,1.3111349096631202E-4,1.3425646484231137E-4,1.3729963025683114E-4,1.4024434477537332E-4,1.4310288907296468E-4,1.4557192029777879E-4,1.4820300550225882E-4,1.5083483411129447E-4,1.5339526055911095E-4,1.5589039050366898E-4,1.5832462209767854E-4,1.6070168204378738E-4,1.63022364127086E-4,1.652863162261466E-4,1.670522818166291E-4,1.6924097718785144E-4,1.7195552199806188E-4,1.7405146210612164E-4,1.7610265383097924E-4,1.7783093345416997E-4,1.8090141630982466E-4,1.8283562348505317E-4,1.8445452527109614E-4,1.8631853100222254E-4
"<a,b; a,abaa>",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6128560285754113E-9,8.10127488427729E-9,1.6784701200653316E-8,2.7282444235725145E-8,4.044972031116659E-8,5.404524026715249E-8,5.399899446982881E-8,7.557756600035036E-8,9.394149947140024E-8,1.1726483676181423E-7,1.4084847076597854E-7,1.4071817052145215E-7,1.7236906528270227E-7,2.0405839487062322E-7,2.0387473054098585E-7,2.4244956506797033E-7
"<a,b; abb,b>",4.072508719671126E-6,7.941757695878188E-6,1.1633700142832838E-5,1.5162125566908222E-5,1.8571627897979727E-5,2.1896091796952416E-5,2.5151418688343998E-5,2.8353590096599024E-5,3.1509855987501705E-5,3.462268178145343E-5,3.769566849360797E-5,4.073369729159547E-5,4.3736867026628244E-5,4.671024872519644E-5,4.9763310947819235E-5,5.290936044974539E-5,5.544799944588175E-5,5.8801638381981915E-5,6.222356840850548E-5,6.463969717619849E-5,6.723438987026473E-5,7.094458147162763E-5,7.469981657016287E-5,7.849114932343016E-5,8.232115248098304E-5,8.478724813446266E-5,8.823800751896706E-5,9.228171656235445E-5,9.633690457402424E-5,1.0041449503835106E-4,1.0450210253022622E-4,1.0860380373698357E-4,1.1271425828948449E-4,1.1683314875783897E-4,1.1897869422340165E-4,1.2317244728262048E-4,1.2731862021049772E-4,1.3151725816911894E-4,1.3571043252539035E-4,1.3793554957626901E-4,1.4220435562827167E-4,1.4647452952937898E-4,1.4878700442000887E-4,1.531218218033429E-4
"<a,b; b̅ab̅,b̅>",1.9655990651943383E-6,3.7856184699904286E-6,5.499969614165994E-6,7.109858656169834E-6,8.638238769068152E-6,1.0107467392465112E-5,1.1529608873624646E-5,1.2912601148187337E-5,1.426176454530004E-5,1.5580076417263593E-5,1.6869949418266014E-5,1.8135182387301552E-5,1.937776874068328E-5,2.059887410867778E-5,2.180069530513392E-5,2.2983313318416974E-5,2.391186374535735E-5,2.5071018220970927E-5,2.6212617985975577E-5,2.70583703890795E-5,2.8020759023223843E-5,2.9137896866873556E-5,3.0238692637280244E-5,3.132215591260576E-5,3.239064338664761E-5,3.327635069590395E-5,3.428372207842368E-5,3.532416340389763E-5,3.634955699214649E-5,3.735992105314994E-5,3.8357447108566125E-5,3.9341110685014744E-5,4.031013022506243E-5,4.1768730340656805E-5,4.2466007802248834E-5,4.340823421416878E-5,4.43325904761004E-5,4.525105876975864E-5,4.615705110525607E-5,4.6894178027986886E-5,4.778671976435377E-5,4.86685843492842E-5,4.9381969500933385E-5,5.0250357261235015E-5
